"","title","year","genre"
"31341","Ko-Ko's Earth Control",1928,"Animation"
"31342","Ko-Ko's Earth Control",1928,"Comedy"
"31343","Ko-Ko's Earth Control",1928,"Short"
"31344","Kochaj albo rzuc",1978,"Comedy"
"31345","Kochankowie mojej mamy",1986,"Drama"
"31346","Kochavim Shel Shlomi, Ha-",2003,"Comedy"
"31347","Kochavim Shel Shlomi, Ha-",2003,"Drama"
"31348","Kocken",2005,"Comedy"
"31349","Kocken",2005,"Drama"
"31350","Kod amidze Idriza",2004,"Drama"
"31351","Kodo: The Drummers of Japan",1996,"Documentary"
"31352","Koeputkiaikuinen ja Simon enkelit",1979,"Comedy"
"31353","Koffer des Herrn O.F., Die",1931,"Comedy"
"31354","Koffie",2001,"Short"
"31355","Kogda derevya byli bolshimi",1961,"Drama"
"31356","Kogda derevya byli bolshimi",1961,"Romance"
"31357","Kogda ya stanu velikanom",1978,"Romance"
"31358","Kogel mogel",1989,"Comedy"
"31359","Kohayagawa-ke no aki",1961,"Drama"
"31360","Kohtalon kirja",2003,"Action"
"31361","Koi Mere Dil Se Poochhe",2002,"Romance"
"31362","Koi no mon",2004,"Comedy"
"31363","Koi no mon",2004,"Drama"
"31364","Koi no mon",2004,"Romance"
"31365","Koi to hanabi to kanransha",1997,"Drama"
"31366","Koi to hanabi to kanransha",1997,"Romance"
"31367","Koi wa maiorita",1997,"Comedy"
"31368","Koi wa maiorita",1997,"Drama"
"31369","Koi wa maiorita",1997,"Romance"
"31370","Koi... Mil Gaya",2003,"Drama"
"31371","Koi... Mil Gaya",2003,"Romance"
"31372","Koirankynnen leikkaaja",2004,"Drama"
"31373","Koiya koi nasuna koi",1962,"Drama"
"31374","Kokken",2002,"Short"
"31375","Kokkina fanaria, Ta",1963,"Drama"
"31376","Koko Flanel",1990,"Comedy"
"31377","Koko ni irukoto",2001,"Romance"
"31378","Koko, le gorille qui parle",1978,"Documentary"
"31379","Kokoda Crescent",1989,"Drama"
"31380","Kokoro",1955,"Drama"
"31381","Koks i kulissen",1983,"Drama"
"31382","Koktebel'",2003,"Drama"
"31383","Kol Mamzer Melech",1968,"Drama"
"31384","Kolberg",1945,"Drama"
"31385","Kolejnosc uczuc",1992,"Comedy"
"31386","Kolejnosc uczuc",1992,"Drama"
"31387","Kolejnosc uczuc",1992,"Romance"
"31388","Koli",2003,"Drama"
"31389","Kollega's maken de Brug, De",1988,"Comedy"
"31390","Kolmastoista koputus",1945,"Comedy"
"31391","Kolos",1993,"Drama"
"31392","Kolya",1996,"Drama"
"31393","Kom tillbaka",2004,"Drama"
"31394","Kom tillbaka",2004,"Short"
"31395","Kombina",1982,"Drama"
"31396","Komedia matrymonialna",1994,"Comedy"
"31397","Komediant, The",2000,"Documentary"
"31398","Komediya o Lisistrate",1989,"Comedy"
"31399","Komediya strogogo rezhima",1993,"Comedy"
"31400","Komikku zasshi nanka iranai!",1986,"Comedy"
"31401","Komischer Heiliger, Ein",1979,"Comedy"
"31402","Komissa tis Kerkyras, I",1972,"Comedy"
"31403","Komissar",1967,"Drama"
"31404","Komm, liebe Maid und mache",1969,"Comedy"
"31405","Kommando Leopard",1985,"Action"
"31406","Kommando Sinai",1968,"Action"
"31407","Kommando Sinai",1968,"Drama"
"31408","Kommissar X - Drei gelbe Katzen",1966,"Action"
"31409","Kommissar X - Drei goldene Schlangen",1969,"Drama"
"31410","Kompars, al-",1993,"Drama"
"31411","Komposition in Blau",1935,"Animation"
"31412","Komposition in Blau",1935,"Short"
"31413","Komrades",2003,"Documentary"
"31414","Kon-Tiki",1950,"Documentary"
"31415","Kona Coast",1968,"Drama"
"31416","Koncert zyczen",1967,"Short"
"31417","Kondom des Grauens",1996,"Comedy"
"31418","Kondom des Grauens",1996,"Romance"
"31419","Konec srpna v Hotelu Ozon",1967,"Drama"
"31420","Koneko monogatari",1986,"Comedy"
"31421","Koneko monogatari",1986,"Drama"
"31422","Konets Sankt-Peterburga",1927,"Drama"
"31423","Konets operatsii 'Rezident'",1986,"Action"
"31424","Kong que",2005,"Drama"
"31425","Kong woo giu gap",2000,"Comedy"
"31426","Kongbu fenzi",1986,"Drama"
"31427","Kongo",1932,"Drama"
"31428","Konjiki yasha",1953,"Drama"
"31429","Konkurs",1963,"Drama"
"31430","Kono yo no sotoe - Club Shinchugun",2004,"Drama"
"31431","Konoko no nanatsu no oiwai ni",1982,"Drama"
"31432","Konsequenz, Die",1977,"Drama"
"31433","Konsten att flagga",2001,"Short"
"31434","Konsul",1989,"Action"
"31435","Konsul",1989,"Comedy"
"31436","Kontakt",1956,"Drama"
"31437","Kontakt",1956,"Documentary"
"31438","Kontaktannoncen",2002,"Short"
"31439","Kontesa Dora",1993,"Drama"
"31440","Konto separato",1997,"Comedy"
"31441","Kontorstid",2003,"Drama"
"31442","Kontserto gia polyvola",1967,"Drama"
"31443","Konyok-gorbunok",1947,"Animation"
"31444","Kook's Tour",1970,"Comedy"
"31445","Kopaszkutya",1981,"Drama"
"31446","Kopeyka",2002,"Comedy"
"31447","Kopfleuchten",1998,"Documentary"
"31448","Kopisten",1999,"Short"
"31449","Kopps",2003,"Action"
"31450","Kopps",2003,"Comedy"
"31451","Korczak",1990,"Drama"
"31452","Kori mou i sosialistria, I",1966,"Comedy"
"31453","Kori tou iliou, I",1971,"Drama"
"31454","Koridorius",1994,"Drama"
"31455","Koritsi me ta mavra, To",1956,"Drama"
"31456","Koritsi me tis valitses, To",1993,"Comedy"
"31457","Koritsi me tis valitses, To",1993,"Romance"
"31458","Koritsi tou louna park, To",1968,"Drama"
"31459","Koritsi vomva, To",1976,"Action"
"31460","Koritsia gia filima",1965,"Comedy"
"31461","Koritsia gia filima",1965,"Romance"
"31462","Koritsia ston ilio",1968,"Drama"
"31463","Koritsia ston ilio",1968,"Romance"
"31464","Koroido gabre",1962,"Comedy"
"31465","Korol-olen",1969,"Comedy"
"31466","Koroleva benzokolonki",1963,"Comedy"
"31467","Korona Rossiyskoy imperii, ili snova neulovimyye",1971,"Action"
"31468","Koroshi",2000,"Drama"
"31469","Koroshi no rakuin",1967,"Action"
"31470","Koroshi no rakuin",1967,"Drama"
"31471","Korova",1989,"Animation"
"31472","Korova",1989,"Short"
"31473","Korps Mariniers, Het",1965,"Documentary"
"31474","Korps Mariniers, Het",1965,"Short"
"31475","Kort Amerikaans",1979,"Drama"
"31476","Kort en lang, En",2001,"Comedy"
"31477","Kort en lang, En",2001,"Drama"
"31478","Kort en lang, En",2001,"Romance"
"31479","Korte sommer, Den",1976,"Drama"
"31480","Kosh ba kosh",1993,"Drama"
"31481","Kosher",2002,"Comedy"
"31482","Kosher",2002,"Short"
"31483","Koshikei",1968,"Comedy"
"31484","Koshish",1972,"Drama"
"31485","Koskenlaskijan morsian",1937,"Drama"
"31486","Kosmetikkrevolusjonen",1977,"Comedy"
"31487","Kosmonaut",2001,"Drama"
"31488","Kosmonaut",2001,"Short"
"31489","Kostas",1979,"Drama"
"31490","Kostnice",1970,"Animation"
"31491","Kostnice",1970,"Documentary"
"31492","Kostnice",1970,"Short"
"31493","Kosumosu",1997,"Drama"
"31494","Kotbia, El",2002,"Drama"
"31495","Kotch",1971,"Comedy"
"31496","Kotch",1971,"Drama"
"31497","Koto",1963,"Drama"
"31498","Kotsos kai oi exoghinoi, O",1980,"Comedy"
"31499","Kotsos stin EOK, O",1980,"Comedy"
"31500","Koudak va sarbaz",2000,"Drama"
"31501","Kour",1991,"Comedy"
"31502","Kourastika na skotono tous agapitikous sou",2002,"Drama"
"31503","Kovat miehet",1999,"Comedy"
"31504","Kovat miehet",1999,"Drama"
"31505","Kovat miehet",1999,"Short"
"31506","Koyaanisqatsi",1983,"Documentary"
"31507","Kozara",1963,"Drama"
"31508","Kozijat rog",1972,"Drama"
"31509","Kozure satsujin ken",1976,"Action"
"31510","Kracht",1990,"Drama"
"31511","Kradetzat na praskovi",1964,"Drama"
"31512","Krai Thong",2001,"Action"
"31513","Krajinka",2000,"Drama"
"31514","Krajobraz po bitwie",1970,"Drama"
"31515","Krakatoa, East of Java",1969,"Drama"
"31516","Kraljica noci",2001,"Drama"
"31517","Krama mig!",2005,"Comedy"
"31518","Krama mig!",2005,"Drama"
"31519","Krama mig!",2005,"Romance"
"31520","Kramer vs. Kramer",1979,"Drama"
"31521","Kranti",1981,"Action"
"31522","Kranti",1981,"Drama"
"31523","Krasnye kolokola II",1982,"Drama"
"31524","Krasnye kolokola, film pervyy - Meksika v ogne",1982,"Drama"
"31525","Krasue",2002,"Drama"
"31526","Kratka",1996,"Comedy"
"31527","Krav Al HaVa'ad, Ha-",1986,"Comedy"
"31528","Krava",1994,"Drama"
"31529","Krays, The",1990,"Drama"
"31530","Krazy Kat and Ignatz Mouse at the Circus",1916,"Animation"
"31531","Krazy Kat and Ignatz Mouse at the Circus",1916,"Comedy"
"31532","Krazy Kat and Ignatz Mouse at the Circus",1916,"Short"
"31533","Krazy Kat, Bugologist",1916,"Animation"
"31534","Krazy Kat, Bugologist",1916,"Comedy"
"31535","Krazy Kat, Bugologist",1916,"Short"
"31536","Kreise",1933,"Animation"
"31537","Kreise",1933,"Short"
"31538","Kreivi",1971,"Comedy"
"31539","Kreivi",1971,"Drama"
"31540","Kreivi",1971,"Documentary"
"31541","Krestonosets",1995,"Action"
"31542","Kreytserova sonata",1987,"Drama"
"31543","Krieg und Frieden",1982,"Documentary"
"31544","Krieger und die Kaiserin, Der",2000,"Drama"
"31545","Krieger und die Kaiserin, Der",2000,"Romance"
"31546","Kriegerin des Lichts",2001,"Documentary"
"31547","Krigerens hjerte",1992,"Drama"
"31548","Krima to boi sou",1970,"Comedy"
"31549","Kriminaltango",1960,"Comedy"
"31550","Krippendorf's Tribe",1998,"Comedy"
"31551","Kristin Lavransdatter",1995,"Drama"
"31552","Kristin kommenderar",1946,"Comedy"
"31553","Kristove roky",1967,"Drama"
"31554","Krodh",1990,"Action"
"31555","Krodhi",1981,"Action"
"31556","Kroko",2003,"Drama"
"31557","Krokodil Gena",1971,"Animation"
"31558","Krokodil Gena",1971,"Short"
"31559","Krokus: As Long as We Live",2004,"Documentary"
"31560","Kroll",1991,"Action"
"31561","Kroll",1991,"Drama"
"31562","Kroniske Uskyld, Den",1985,"Drama"
"31563","Kronprinsen",1979,"Drama"
"31564","Kronvittnet",1989,"Drama"
"31565","Krooli",2004,"Documentary"
"31566","Krooli",2004,"Short"
"31567","Kroppen min",2002,"Documentary"
"31568","Kroppen min",2002,"Short"
"31569","Krouaziera sti Rodo",1960,"Comedy"
"31570","Krpelj",1985,"Documentary"
"31571","Krpelj",1985,"Short"
"31572","Krtek a jezek",1970,"Animation"
"31573","Krtek a jezek",1970,"Short"
"31574","Krtek a karneval",1976,"Animation"
"31575","Krtek a karneval",1976,"Short"
"31576","Krtek a metro",1997,"Animation"
"31577","Krtek a metro",1997,"Short"
"31578","Krtek a muzika",1974,"Animation"
"31579","Krtek a muzika",1974,"Short"
"31580","Krtek a telefon",1974,"Animation"
"31581","Krtek a telefon",1974,"Short"
"31582","Krtek a televizor",1970,"Animation"
"31583","Krtek a televizor",1970,"Short"
"31584","Krtek a tranzistor",1968,"Animation"
"31585","Krtek a tranzistor",1968,"Short"
"31586","Krtek a vejce",1975,"Animation"
"31587","Krtek a vejce",1975,"Short"
"31588","Krtek chemikem",1974,"Animation"
"31589","Krtek chemikem",1974,"Short"
"31590","Krtek fotografem",1975,"Animation"
"31591","Krtek fotografem",1975,"Short"
"31592","Krtek v Zoo",1969,"Animation"
"31593","Krtek v Zoo",1969,"Short"
"31594","Krtek ve meste",1982,"Animation"
"31595","Krtek ve meste",1982,"Short"
"31596","Krtiny",1981,"Comedy"
"31597","Krug vtoroy",1990,"Drama"
"31598","Krugerandy",1999,"Drama"
"31599","Kruh in mleko",2001,"Drama"
"31600","Kruimeltje",1999,"Drama"
"31601","Krull",1983,"Action"
"31602","Krummerne",1991,"Comedy"
"31603","Krummerne 2: Stakkels Krumme",1992,"Comedy"
"31604","Krumped",2004,"Documentary"
"31605","Krumped",2004,"Short"
"31606","Krush Groove",1985,"Drama"
"31607","Krvavi put",1955,"Drama"
"31608","Krvavy Hugo",1997,"Short"
"31609","Krylya",1966,"Drama"
"31610","Krypskyttere",1982,"Action"
"31611","Krypskyttere",1982,"Drama"
"31612","Krysar",1985,"Animation"
"31613","Krystalbarnet",1996,"Drama"
"31614","Krzysztof Kieslowski: I'm So-So...",1995,"Documentary"
"31615","Krzyzacy",1960,"Drama"
"31616","Kshana Kshanam",1991,"Comedy"
"31617","Kshana Kshanam",1991,"Drama"
"31618","Kshatriya",1993,"Action"
"31619","Kshatriya",1993,"Drama"
"31620","Ktipokardia sto thranio",1963,"Comedy"
"31621","Kto, yesli ne my",1998,"Drama"
"31622","Ku qi de sha shou",2000,"Documentary"
"31623","Kuang qing sha shou",1995,"Action"
"31624","Kuarup",1989,"Drama"
"31625","Kubanisch rauchen",1999,"Comedy"
"31626","Kubanisch rauchen",1999,"Drama"
"31627","Kubanskiye kazaki",1949,"Comedy"
"31628","Kuch Khatti Kuch Meethi",2001,"Drama"
"31629","Kuch Kuch Hota Hai",1998,"Comedy"
"31630","Kuch Kuch Hota Hai",1998,"Drama"
"31631","Kuch Kuch Hota Hai",1998,"Romance"
"31632","Kuchizuke",1957,"Drama"
"31633","Kuchizuke",1957,"Romance"
"31634","Kudrat",1981,"Drama"
"31635","Kudzu",1976,"Documentary"
"31636","Kudzu",1976,"Short"
"31637","Kuen gik",1971,"Action"
"31638","Kuen gik",1971,"Drama"
"31639","Kuen pra chan tem doueng",2002,"Drama"
"31640","Kuen rai ngao",2003,"Drama"
"31641","Kuet chin chi gam ji din",2000,"Action"
"31642","Kuffs",1992,"Action"
"31643","Kuffs",1992,"Comedy"
"31644","Kujira tori",2001,"Animation"
"31645","Kujira tori",2001,"Short"
"31646","Kukolka",1988,"Drama"
"31647","Kukolka",1988,"Romance"
"31648","Kukushka",2002,"Comedy"
"31649","Kukushka",2002,"Drama"
"31650","Kulkuri ja joutsen",1999,"Drama"
"31651","Kulkurin valssi",1941,"Romance"
"31652","Kull the Conqueror",1997,"Action"
"31653","Kultamitalivaimo",1947,"Comedy"
"31654","Kummeli kultakuume",1997,"Comedy"
"31655","Kumokiri nizaemon",1978,"Action"
"31656","Kumokiri nizaemon",1978,"Drama"
"31657","Kundas",2003,"Drama"
"31658","Kundas",2003,"Short"
"31659","Kundun",1997,"Drama"
"31660","Kung Fu Kenobi's Big Adventure",1999,"Animation"
"31661","Kung Fu Kenobi's Big Adventure",1999,"Short"
"31662","Kung Fu: Monkey, Horse, Tiger",1980,"Action"
"31663","Kung Fu: Monkey, Horse, Tiger",1980,"Drama"
"31664","Kung Konrad",2004,"Comedy"
"31665","Kung Konrad",2004,"Drama"
"31666","Kung Konrad",2004,"Romance"
"31667","Kung Konrad",2004,"Short"
"31668","Kung Pao Chicken",1997,"Documentary"
"31669","Kung Pao Chicken",1997,"Short"
"31670","Kung Phooey!",2003,"Comedy"
"31671","Kung Pow: Enter the Fist",2002,"Action"
"31672","Kung Pow: Enter the Fist",2002,"Comedy"
"31673","Kung ako na lang sana",2003,"Comedy"
"31674","Kung ako na lang sana",2003,"Romance"
"31675","Kung fu 2003",2003,"Documentary"
"31676","Kung fu 2003",2003,"Short"
"31677","Kung zhung hua yuan",2002,"Comedy"
"31678","Kung-Fu",1979,"Drama"
"31679","Kung-Fu Kitties",2004,"Animation"
"31680","Kung-Fu Kitties",2004,"Comedy"
"31681","Kung-Fu Kitties",2004,"Short"
"31682","Kung-Fu master",1987,"Drama"
"31683","Kungliga Johansson",1934,"Comedy"
"31684","Kungliga patrasket",1945,"Drama"
"31685","Kungsgatan",1943,"Drama"
"31686","Kungsleden",1964,"Drama"
"31687","Kuningas Hidas",2000,"Comedy"
"31688","Kuningas Hidas",2000,"Drama"
"31689","Kupi mi Eliota",1998,"Comedy"
"31690","Kuproquo",1999,"Short"
"31691","Kurenai no buta",1992,"Animation"
"31692","Kurenai no buta",1992,"Comedy"
"31693","Kurenai no buta",1992,"Romance"
"31694","Kureopatora",1970,"Animation"
"31695","Kureopatora",1970,"Comedy"
"31696","Kureopatora",1970,"Drama"
"31697","Kureopatora",1970,"Romance"
"31698","Kurische Nehrung",2001,"Documentary"
"31699","Kuro no tenshi Vol. 2",1999,"Action"
"31700","Kuro no tenshi Vol. 2",1999,"Drama"
"31701","Kuro no tesuto kaa",1962,"Drama"
"31702","Kurochka Ryaba",1994,"Comedy"
"31703","Kuroe",2001,"Drama"
"31704","Kuroi ame",1989,"Drama"
"31705","Kuroi junin no onna",1961,"Drama"
"31706","Kurosawa",2001,"Documentary"
"31707","Kurotokage",1968,"Comedy"
"31708","Kurotokage",1968,"Romance"
"31709","Kurt & Courtney",1998,"Documentary"
"31710","Kurt Gerrons Karussell",1999,"Documentary"
"31711","Kurt og Valde",1983,"Comedy"
"31712","Kurutta Butokai",1988,"Drama"
"31713","Kurutta Ippeji",1926,"Drama"
"31714","Kurve, Die",2003,"Comedy"
"31715","Kurve, Die",2003,"Drama"
"31716","Kurve, Die",2003,"Short"
"31717","Kuryer",1987,"Comedy"
"31718","Kuryer",1987,"Drama"
"31719","Kuryer",1987,"Romance"
"31720","Kurz und schmerzlos",1998,"Drama"
"31721","Kusa-meikyu",1983,"Romance"
"31722","Kuscheldoktor",2001,"Short"
"31723","Kustom Kar Kommandos",1965,"Short"
"31724","Kutaci",1976,"Animation"
"31725","Kutaci",1976,"Short"
"31726","Kuutamolla",2002,"Drama"
"31727","Kuutamolla",2002,"Romance"
"31728","Kuzz",2000,"Comedy"
"31729","Kvalim",1992,"Comedy"
"31730","Kvar",1978,"Drama"
"31731","Kvarteret korpen",1963,"Drama"
"31732","Kvindesind",1980,"Drama"
"31733","Kvinna i vitt",1949,"Drama"
"31734","Kvinna ombord, En",1941,"Drama"
"31735","Kvinnas ansikte, En",1938,"Drama"
"31736","Kvinnen i mitt liv",2003,"Comedy"
"31737","Kvinnen i mitt liv",2003,"Romance"
"31738","Kwai tsan tseh",1984,"Action"
"31739","Kwai tsan tseh",1984,"Comedy"
"31740","Kwik Stop",2001,"Comedy"
"31741","Kya Yehi Pyaar Hai",2002,"Comedy"
"31742","Kya Yehi Pyaar Hai",2002,"Romance"
"31743","Kyabare",1986,"Drama"
"31744","Kyanq",1993,"Documentary"
"31745","Kyanq",1993,"Short"
"31746","Kymmenen riivinrautaa",2002,"Comedy"
"31747","Kynighoi, Oi",1977,"Drama"
"31748","Kyodai Makes the Big Time",1992,"Drama"
"31749","Kyojin to gangu",1958,"Comedy"
"31750","Kyojin to gangu",1958,"Drama"
"31751","Kyokatsu koso Waga Jinsei",1968,"Comedy"
"31752","Kyokon densetsu: utsukushii nazo",1983,"Drama"
"31753","Kyokuskin kenka karate burai ken",1977,"Action"
"31754","Kyokuskin kenka karate burai ken",1977,"Drama"
"31755","Kyonetsu no kisetsu",1960,"Drama"
"31756","Kyr-Giorgis ekpedevetai, O",1977,"Comedy"
"31757","Kyra mas i mammi, I",1958,"Comedy"
"31758","Kyria dimarhos, I",1960,"Comedy"
"31759","Kyriakatiko xypnima",1954,"Comedy"
"31760","Kyriakatiko xypnima",1954,"Romance"
"31761","Kyries tis avlis, Oi",1966,"Comedy"
"31762","Kyries tis avlis, Oi",1966,"Drama"
"31763","Kyrios pterarhos, O",1963,"Comedy"
"31764","Kyrkoherden",1970,"Comedy"
"31765","Kytice",2000,"Drama"
"31766","Kytice",2000,"Romance"
"31767","L'Amour",1973,"Drama"
"31768","L'Chayim, Comrade Stalin",2002,"Documentary"
"31769","L'Hidato Shel Adolf Eichmann",1994,"Documentary"
"31770","L-Shaped Room, The",1962,"Drama"
"31771","L.627",1992,"Drama"
"31772","L.A. Bounty",1989,"Action"
"31773","L.A. Confidential",1997,"Drama"
"31774","L.A. D.J.",2004,"Comedy"
"31775","L.A. Knights",2003,"Short"
"31776","L.A. Riot Spectacular, The",2005,"Comedy"
"31777","L.A. Story",1991,"Comedy"
"31778","L.A. Story",1991,"Romance"
"31779","L.A. Twister",2004,"Comedy"
"31780","L.A. Vice",1989,"Action"
"31781","L.A. Without a Map",1998,"Comedy"
"31782","L.A. Without a Map",1998,"Romance"
"31783","L.A. X",2002,"Drama"
"31784","L.E.T.H.A.L. Ladies: Return to Savage Beach",1998,"Action"
"31785","L.I.E.",2001,"Drama"
"31786","L.T.R.",2002,"Comedy"
"31787","L.T.R.",2002,"Short"
"31788","L5: First City in Space",1996,"Drama"
"31789","L5: First City in Space",1996,"Short"
"31790","LBJ",1968,"Documentary"
"31791","LBJ",1968,"Short"
"31792","LSD: Trip or Trap?",1967,"Documentary"
"31793","LSD: Trip or Trap?",1967,"Short"
"31794","La Bamba",1987,"Drama"
"31795","La Baule-les-Pins",1990,"Drama"
"31796","La Cucaracha",1934,"Short"
"31797","La Fayette",1962,"Drama"
"31798","La Feet's Defeat",1968,"Animation"
"31799","La Feet's Defeat",1968,"Short"
"31800","La Puppe",2003,"Comedy"
"31801","La Puppe",2003,"Drama"
"31802","La Puppe",2003,"Short"
"31803","La Tour, prends garde!",1958,"Drama"
"31804","La capatul liniei",1982,"Drama"
"31805","La la la l'amour",2002,"Animation"
"31806","La la la l'amour",2002,"Short"
"31807","La llamaban La Madrina",1973,"Comedy"
"31808","Laam yan sei sap",2002,"Drama"
"31809","Laat de dokter maar schuiven",1980,"Comedy"
"31810","Laatste Joegoslavische elftal, Het",2000,"Documentary"
"31811","Laatste sessie, De",1991,"Documentary"
"31812","Laberinto de pasiones",1982,"Comedy"
"31813","Labor Pains",2000,"Comedy"
"31814","Labor Pains",2000,"Romance"
"31815","Labroukos balader, O",1981,"Comedy"
"31816","Lacenaire",1990,"Drama"
"31817","Lachende Erben",1933,"Comedy"
"31818","Lachende Erben",1933,"Romance"
"31819","Lachenite obuvki na neznayniya voin",1979,"Drama"
"31820","Lacombe Lucien",1974,"Drama"
"31821","Lacrima sul viso, Una",1964,"Comedy"
"31822","Lad: A Dog",1962,"Drama"
"31823","Ladder 49",2004,"Action"
"31824","Ladder 49",2004,"Drama"
"31825","Ladder of Swords",1989,"Drama"
"31826","Ladendiebstahl",1998,"Comedy"
"31827","Ladendiebstahl",1998,"Short"
"31828","Ladies Club, The",1986,"Drama"
"31829","Ladies Courageous",1944,"Drama"
"31830","Ladies Crave Excitement",1935,"Action"
"31831","Ladies Crave Excitement",1935,"Comedy"
"31832","Ladies Crave Excitement",1935,"Drama"
"31833","Ladies Crave Excitement",1935,"Romance"
"31834","Ladies Must Live",1940,"Comedy"
"31835","Ladies Must Live",1940,"Romance"
"31836","Ladies Please!",1995,"Documentary"
"31837","Ladies Should Listen",1934,"Comedy"
"31838","Ladies They Talk About",1933,"Drama"
"31839","Ladies Who Do",1963,"Comedy"
"31840","Ladies and Gentlemen, Mr. Leonard Cohen",1965,"Documentary"
"31841","Ladies and Gentlemen, the Fabulous Stains",1981,"Comedy"
"31842","Ladies and Gentlemen, the Fabulous Stains",1981,"Drama"
"31843","Ladies and Gentlemen: The Rolling Stones",1973,"Documentary"
"31844","Ladies in Lavender",2004,"Drama"
"31845","Ladies in Love",1936,"Comedy"
"31846","Ladies in Love",1936,"Romance"
"31847","Ladies in Retirement",1941,"Drama"
"31848","Ladies of Leisure",1930,"Drama"
"31849","Ladies of Leisure",1930,"Romance"
"31850","Ladies of the Jury",1932,"Comedy"
"31851","Ladies' Day",1943,"Comedy"
"31852","Ladies' Man",1931,"Drama"
"31853","Ladies' Man, The",1961,"Comedy"
"31854","Ladies' Night in a Turkish Bath",1928,"Comedy"
"31855","Ladies' Skirts Nailed to a Fence",1900,"Comedy"
"31856","Ladies' Skirts Nailed to a Fence",1900,"Short"
"31857","Ladri di biciclette",1948,"Drama"
"31858","Ladri di cinema",1994,"Comedy"
"31859","Ladri di saponette",1989,"Comedy"
"31860","Ladri, I",1959,"Comedy"
"31861","Ladro della Gioconda, Il",1966,"Comedy"
"31862","Ladro di bambini, Il",1992,"Drama"
"31863","Ladro lui, ladra lei",1958,"Comedy"
"31864","Ladrones somos gente honrada, Los",1956,"Comedy"
"31865","Lady",1993,"Short"
"31866","Lady Avenger",1989,"Action"
"31867","Lady Avenger",1989,"Drama"
"31868","Lady Be Good",1941,"Comedy"
"31869","Lady Caroline Lamb",1972,"Drama"
"31870","Lady Caroline Lamb",1972,"Romance"
"31871","Lady Chatterley's Lover",1981,"Drama"
"31872","Lady Chatterley's Lover",1981,"Romance"
"31873","Lady Cocoa",1975,"Drama"
"31874","Lady Consents, The",1936,"Comedy"
"31875","Lady Dragon",1992,"Action"
"31876","Lady Dragon 2",1993,"Action"
"31877","Lady Eve, The",1941,"Comedy"
"31878","Lady Eve, The",1941,"Romance"
"31879","Lady Fights Back, A",1944,"Documentary"
"31880","Lady Fights Back, A",1944,"Short"
"31881","Lady Fishbourne's Complete Guide to Better Table Manners",1976,"Animation"
"31882","Lady Fishbourne's Complete Guide to Better Table Manners",1976,"Comedy"
"31883","Lady Fishbourne's Complete Guide to Better Table Manners",1976,"Short"
"31884","Lady Gambles, The",1949,"Drama"
"31885","Lady Gangster",1942,"Drama"
"31886","Lady Godiva",1955,"Drama"
"31887","Lady Godiva Rides Again",1951,"Comedy"
"31888","Lady Hamilton - Zwischen Schmach und Liebe",1968,"Drama"
"31889","Lady Hamilton - Zwischen Schmach und Liebe",1968,"Romance"
"31890","Lady Has Plans, The",1942,"Comedy"
"31891","Lady Ice",1973,"Drama"
"31892","Lady Is Willing, The",1942,"Comedy"
"31893","Lady Jane",1986,"Drama"
"31894","Lady Killer",1933,"Comedy"
"31895","Lady Killers",2003,"Comedy"
"31896","Lady L",1965,"Comedy"
"31897","Lady Luck",1946,"Comedy"
"31898","Lady Macbeth von Mzensk",1992,"Drama"
"31899","Lady Man",1976,"Short"
"31900","Lady Oscar",1980,"Drama"
"31901","Lady Oscar",1980,"Romance"
"31902","Lady Paname",1950,"Drama"
"31903","Lady Pays Off, The",1951,"Comedy"
"31904","Lady Pays Off, The",1951,"Drama"
"31905","Lady Refuses, The",1931,"Drama"
"31906","Lady Refuses, The",1931,"Romance"
"31907","Lady Says No, The",1952,"Comedy"
"31908","Lady Scarface",1941,"Comedy"
"31909","Lady Scarface",1941,"Drama"
"31910","Lady Sings the Blues",1972,"Drama"
"31911","Lady Takes a Chance, A",1943,"Comedy"
"31912","Lady Takes a Chance, A",1943,"Romance"
"31913","Lady Takes a Flyer, The",1958,"Drama"
"31914","Lady Takes a Sailor, The",1949,"Comedy"
"31915","Lady Vanishes, The",1979,"Comedy"
"31916","Lady Vanishes, The",1938,"Drama"
"31917","Lady Vanishes, The",1979,"Romance"
"31918","Lady Wants Mink, The",1953,"Comedy"
"31919","Lady Windermere's Fan",1925,"Comedy"
"31920","Lady Windermere's Fan",1925,"Drama"
"31921","Lady Without Passport, A",1950,"Drama"
"31922","Lady and Gent",1932,"Drama"
"31923","Lady and the Bandit, The",1951,"Romance"
"31924","Lady and the Lug, The",1940,"Comedy"
"31925","Lady and the Lug, The",1940,"Short"
"31926","Lady and the Mouse, The",1913,"Short"
"31927","Lady and the Tramp",1955,"Animation"
"31928","Lady and the Tramp",1955,"Comedy"
"31929","Lady and the Tramp",1955,"Drama"
"31930","Lady and the Tramp",1955,"Romance"
"31931","Lady by Choice",1934,"Comedy"
"31932","Lady for a Day",1933,"Comedy"
"31933","Lady for a Night",1942,"Drama"
"31934","Lady from Cheyenne, The",1941,"Comedy"
"31935","Lady from Cheyenne, The",1941,"Drama"
"31936","Lady from Louisiana",1941,"Drama"
"31937","Lady from Shanghai, The",1947,"Drama"
"31938","Lady from Texas, The",1951,"Comedy"
"31939","Lady in Blue, The",1996,"Comedy"
"31940","Lady in Cement",1968,"Comedy"
